,Unnamed0,SV,GS,K9,BB9,HR9,BABIP,LOB,GB,HRFB,ERA,FIP,WARx,Zone,tERA,Kx,BBx,ER,KBB,KBB,AB,PA,H,X1B,X2B,X3B,HR,R,RBI,BB,SO,Pitches,Balls,Strikes,BBy,Ky,OBP,SLG,OPS,WARy,ZSwing,ZContact,Win_Percent
64,65.0,38.0,162.0,8.95,3.44,1.21,0.285,74.2,46.2,14.5,3.95,4.2,16.8,43.6,4.44,23.6,9.1,636.0,2.6,14.5,5496.0,6283.0,1402.0,876.0,274.0,29.0,223.0,822.0,785.0,622.0,1401.0,24352.0,8863.0,15489.0,9.9,22.3,0.338,0.437,0.775,26.4,66.9,84.5,0.5679012345679012
65,66.0,25.0,162.0,7.55,4.0,1.53,0.281,72.4,41.9,14.7,4.78,5.17,4.4,43.8,5.21,19.2,10.2,755.0,1.89,9.0,5513.0,6059.0,1412.0,933.0,256.0,37.0,186.0,706.0,670.0,401.0,1397.0,23244.0,8114.0,15130.0,6.6,23.1,0.314,0.417,0.731,16.1,68.9,85.1,0.41358024691358025
66,67.0,33.0,162.0,8.18,3.97,1.56,0.296,71.1,44.6,16.8,5.17,5.08,5.3,45.6,5.46,20.7,10.0,821.0,2.06,10.6,5484.0,6213.0,1390.0,884.0,249.0,38.0,219.0,753.0,715.0,565.0,1329.0,23922.0,8707.0,15215.0,9.1,21.4,0.329,0.433,0.761,21.6,67.1,86.3,0.41975308641975306
67,68.0,37.0,162.0,10.08,2.54,1.02,0.303,77.5,44.1,13.0,3.3,3.33,30.4,46.3,3.92,27.5,6.9,529.0,3.98,20.6,5511.0,6234.0,1449.0,875.0,333.0,29.0,212.0,818.0,780.0,604.0,1153.0,24759.0,9457.0,15302.0,9.7,18.5,0.339,0.449,0.788,28.9,66.6,86.8,0.6296296296296297
68,69.0,47.0,162.0,7.95,3.33,1.19,0.305,72.2,48.5,14.2,4.51,4.32,18.6,47.9,5.29,20.6,8.6,721.0,2.39,11.9,5534.0,6201.0,1510.0,987.0,293.0,38.0,192.0,824.0,793.0,519.0,1408.0,23940.0,8541.0,15399.0,8.4,22.7,0.338,0.444,0.781,14.3,66.4,85.3,0.5370370370370371
69,70.0,32.0,162.0,7.62,3.41,1.38,0.32,68.7,39.4,12.8,5.36,4.73,11.5,45.8,5.21,19.1,8.5,846.0,2.23,10.5,5556.0,6150.0,1435.0,924.0,289.0,35.0,187.0,735.0,699.0,503.0,1313.0,24123.0,8666.0,15457.0,8.2,21.3,0.324,0.424,0.748,10.4,67.4,85.8,0.3950617283950617
70,71.0,45.0,162.0,9.91,3.25,1.2,0.3,73.7,47.3,14.9,4.12,3.91,19.0,44.7,3.93,26.1,8.5,662.0,3.05,17.5,5611.0,6271.0,1581.0,977.0,346.0,20.0,238.0,896.0,854.0,509.0,1087.0,23749.0,8854.0,14895.0,8.1,17.3,0.346,0.478,0.823,37.2,65.8,88.5,0.6234567901234568
71,72.0,39.0,162.0,7.61,3.25,1.23,0.303,70.9,43.7,12.0,4.63,4.43,13.7,47.5,4.6,19.6,8.3,740.0,2.34,11.2,5536.0,6027.0,1436.0,959.0,260.0,24.0,193.0,702.0,660.0,390.0,1166.0,22862.0,7961.0,14901.0,6.5,19.3,0.311,0.42,0.731,12.0,71.1,87.1,0.49382716049382713
72,73.0,43.0,162.0,8.2,2.94,1.4,0.289,74.9,41.6,14.1,4.2,4.43,11.0,43.5,4.52,21.8,7.8,672.0,2.79,14.0,5415.0,6073.0,1314.0,863.0,251.0,14.0,186.0,710.0,678.0,523.0,1198.0,23378.0,8612.0,14766.0,8.6,19.7,0.315,0.397,0.712,16.3,65.9,86.6,0.49382716049382713
73,74.0,51.0,162.0,9.65,2.75,1.15,0.281,77.8,42.7,13.4,3.38,3.67,21.7,45.2,3.8,26.1,7.5,543.0,3.5,18.7,5408.0,6191.0,1347.0,794.0,312.0,20.0,221.0,770.0,730.0,649.0,1380.0,24348.0,9349.0,14999.0,10.5,22.3,0.334,0.437,0.771,30.3,65.2,85.1,0.6419753086419753
74,75.0,34.0,162.0,7.5,3.91,1.2,0.298,70.7,42.5,12.2,4.82,4.69,5.5,44.5,4.76,19.0,9.9,772.0,1.92,9.1,5602.0,6248.0,1497.0,1001.0,271.0,31.0,194.0,778.0,743.0,486.0,1282.0,23905.0,8473.0,15432.0,7.8,20.5,0.331,0.431,0.761,25.6,64.9,87.1,0.47530864197530864
75,76.0,54.0,162.0,8.38,3.44,1.15,0.298,74.8,45.7,13.5,4.0,4.24,17.1,43.9,4.63,21.8,9.0,642.0,2.43,12.9,5467.0,6135.0,1363.0,850.0,267.0,22.0,224.0,732.0,695.0,547.0,1571.0,24245.0,8745.0,15500.0,8.9,25.6,0.322,0.429,0.751,22.5,66.7,82.4,0.5308641975308642
76,77.0,42.0,162.0,7.31,3.03,1.4,0.296,72.5,42.4,13.5,4.6,4.71,8.9,45.0,4.99,18.8,7.8,734.0,2.41,11.0,5557.0,6261.0,1444.0,921.0,286.0,31.0,206.0,815.0,781.0,593.0,1342.0,24888.0,9280.0,15608.0,9.5,21.4,0.334,0.434,0.768,28.3,64.8,85.4,0.5246913580246914
77,78.0,34.0,162.0,8.62,3.72,1.38,0.319,70.4,44.4,14.9,5.01,4.59,8.7,45.3,4.62,21.5,9.3,799.0,2.32,12.2,5510.0,6169.0,1379.0,841.0,286.0,28.0,224.0,735.0,713.0,529.0,1291.0,24000.0,8652.0,15348.0,8.6,20.9,0.32,0.434,0.755,20.2,65.8,86.2,0.43209876543209874
78,79.0,36.0,162.0,9.69,3.13,1.19,0.28,74.5,46.2,14.2,3.75,3.88,23.4,43.7,3.99,25.7,8.3,603.0,3.1,17.4,5594.0,6354.0,1463.0,933.0,266.0,23.0,241.0,858.0,821.0,616.0,1386.0,25306.0,9614.0,15692.0,9.7,21.8,0.339,0.447,0.785,28.5,66.7,84.7,0.5617283950617284
79,80.0,35.0,162.0,7.56,3.16,1.32,0.294,68.9,44.9,13.9,4.67,4.57,9.6,43.8,4.68,19.5,8.1,743.0,2.39,11.4,5464.0,6126.0,1344.0,790.0,305.0,15.0,234.0,739.0,708.0,565.0,1491.0,24523.0,9156.0,15367.0,9.2,24.3,0.319,0.436,0.755,17.0,68.4,83.7,0.46296296296296297
80,81.0,33.0,162.0,8.18,3.29,1.38,0.304,73.0,42.9,14.1,4.57,4.56,14.3,47.1,4.83,21.0,8.5,731.0,2.48,12.5,5535.0,6133.0,1382.0,885.0,287.0,36.0,174.0,690.0,654.0,494.0,1417.0,24133.0,8644.0,15489.0,8.1,23.1,0.315,0.409,0.723,11.3,66.9,85.2,0.4074074074074074
81,82.0,36.0,162.0,7.88,3.19,1.14,0.306,73.2,45.2,12.9,4.23,4.23,16.6,46.6,4.63,20.3,8.2,677.0,2.47,12.1,5458.0,6136.0,1331.0,895.0,249.0,36.0,151.0,668.0,635.0,519.0,1213.0,24090.0,8769.0,15321.0,8.5,19.8,0.318,0.386,0.704,10.1,66.3,86.3,0.46296296296296297
82,83.0,45.0,162.0,8.34,3.49,1.42,0.299,71.1,47.5,16.4,4.7,4.68,7.9,44.8,4.7,21.5,9.0,747.0,2.39,12.5,5356.0,5954.0,1251.0,804.0,227.0,31.0,189.0,604.0,576.0,460.0,1499.0,22651.0,7998.0,14653.0,7.7,25.2,0.299,0.393,0.692,8.9,67.0,83.3,0.4382716049382716
83,84.0,39.0,162.0,7.77,3.06,1.48,0.283,72.7,40.3,14.1,4.46,4.7,9.3,47.1,4.72,20.3,8.0,713.0,2.54,12.3,5551.0,6166.0,1436.0,938.0,281.0,17.0,200.0,750.0,714.0,487.0,1267.0,23881.0,8781.0,15100.0,7.9,20.5,0.325,0.424,0.749,23.9,65.5,86.1,0.48148148148148145
84,85.0,32.0,162.0,7.65,3.07,1.13,0.308,71.1,42.5,11.5,4.5,4.22,11.4,45.6,4.42,19.6,7.9,726.0,2.49,11.7,5551.0,6137.0,1382.0,936.0,290.0,28.0,128.0,639.0,612.0,467.0,1204.0,23276.0,8400.0,14876.0,7.6,19.6,0.309,0.38,0.689,8.9,69.3,86.7,0.3950617283950617
85,86.0,43.0,162.0,8.38,3.06,1.14,0.298,73.6,46.3,13.5,4.01,4.09,15.7,46.0,4.32,22.0,8.0,647.0,2.74,13.9,5470.0,6219.0,1402.0,894.0,284.0,28.0,196.0,761.0,728.0,593.0,1348.0,24475.0,9125.0,15350.0,9.5,21.7,0.334,0.426,0.76,25.8,65.7,85.4,0.5123456790123457
86,87.0,53.0,162.0,8.42,3.13,1.2,0.283,73.0,43.0,12.8,3.99,4.17,15.0,43.5,4.25,22.2,8.2,640.0,2.69,13.9,5478.0,6147.0,1340.0,854.0,226.0,32.0,228.0,694.0,671.0,545.0,1538.0,23897.0,8682.0,15215.0,8.9,25.0,0.317,0.422,0.739,20.4,70.3,81.3,0.49382716049382713
87,88.0,29.0,162.0,6.95,3.51,1.34,0.289,70.9,44.2,13.6,4.7,4.88,11.2,44.0,5.61,17.8,9.0,749.0,1.98,8.8,5430.0,6122.0,1326.0,813.0,255.0,21.0,237.0,799.0,756.0,544.0,1493.0,24289.0,8966.0,15323.0,8.9,24.4,0.32,0.43,0.75,11.2,66.3,84.1,0.48148148148148145
88,89.0,45.0,162.0,8.43,3.37,1.25,0.303,71.8,45.4,13.3,4.42,4.31,16.6,43.0,4.4,21.7,8.7,720.0,2.5,13.0,5499.0,6154.0,1320.0,824.0,269.0,5.0,222.0,693.0,661.0,542.0,1327.0,24295.0,9012.0,15283.0,8.8,21.6,0.312,0.412,0.724,8.9,65.0,86.2,0.4691358024691358
89,90.0,46.0,162.0,9.06,3.08,1.18,0.287,74.4,44.0,12.8,3.88,3.99,23.0,46.1,4.15,24.0,8.2,624.0,2.94,15.9,5553.0,6214.0,1477.0,920.0,311.0,31.0,215.0,819.0,796.0,542.0,1327.0,24299.0,8904.0,15395.0,8.7,21.4,0.332,0.449,0.782,23.0,65.8,86.0,0.5987654320987654
90,91.0,39.0,162.0,8.91,3.21,1.07,0.289,75.7,47.3,13.7,3.73,3.91,12.0,39.9,4.34,23.6,8.5,606.0,2.77,15.1,5460.0,6157.0,1283.0,798.0,259.0,50.0,176.0,693.0,658.0,560.0,1460.0,23968.0,8632.0,15336.0,9.1,23.7,0.31,0.397,0.707,18.5,65.9,84.9,0.5061728395061729
91,92.0,40.0,162.0,8.79,3.92,0.95,0.278,74.1,43.3,11.2,3.75,3.99,15.1,41.8,4.58,23.1,10.3,607.0,2.24,12.8,5582.0,6251.0,1433.0,915.0,314.0,29.0,175.0,759.0,717.0,511.0,1290.0,23760.0,8408.0,15352.0,8.2,20.6,0.324,0.417,0.742,25.0,71.6,85.3,0.5555555555555556
92,93.0,28.0,162.0,7.57,3.7,1.47,0.31,70.0,41.9,14.4,5.19,4.98,7.1,43.2,5.31,19.0,9.3,825.0,2.04,9.7,5507.0,6034.0,1317.0,872.0,242.0,15.0,188.0,622.0,593.0,422.0,1412.0,23476.0,8346.0,15130.0,7.0,23.4,0.298,0.391,0.689,4.8,68.9,84.4,0.29012345679012347
93,94.0,46.0,162.0,9.61,3.16,1.09,0.294,75.8,42.4,11.9,3.75,3.82,18.5,42.7,4.19,25.3,8.3,608.0,3.04,17.0,5623.0,6302.0,1509.0,915.0,355.0,31.0,208.0,876.0,829.0,569.0,1253.0,24653.0,9201.0,15452.0,9.0,19.9,0.339,0.453,0.792,32.3,67.8,87.2,0.6666666666666666
94,95.0,46.0,163.0,8.13,3.79,0.96,0.284,76.2,45.0,11.5,3.65,4.14,14.1,42.6,4.58,21.3,9.9,598.0,2.14,11.4,5624.0,6369.0,1453.0,966.0,286.0,34.0,167.0,761.0,722.0,576.0,1388.0,24240.0,8723.0,15517.0,9.0,21.8,0.333,0.41,0.744,26.7,67.6,84.9,0.5828220858895705
95,96.0,34.0,162.0,7.89,4.09,1.23,0.292,69.4,40.8,11.7,4.85,4.73,9.8,43.2,4.84,19.9,10.3,774.0,1.93,9.6,5523.0,6071.0,1332.0,851.0,259.0,40.0,182.0,656.0,639.0,425.0,1594.0,23715.0,8166.0,15549.0,7.0,26.3,0.302,0.401,0.703,11.3,68.0,83.8,0.38271604938271603
96,97.0,38.0,162.0,7.86,3.32,1.42,0.3,71.5,44.4,15.8,4.65,4.68,8.7,44.6,5.34,20.0,8.5,745.0,2.36,11.6,5532.0,6240.0,1404.0,956.0,251.0,25.0,172.0,696.0,665.0,559.0,1376.0,23713.0,8646.0,15067.0,9.0,22.1,0.328,0.401,0.729,17.2,69.1,86.2,0.41358024691358025
97,98.0,41.0,162.0,9.54,2.51,1.24,0.298,76.0,42.5,13.7,3.77,3.78,22.0,43.5,4.19,25.4,6.7,611.0,3.79,18.7,5595.0,6300.0,1447.0,915.0,297.0,19.0,216.0,818.0,786.0,554.0,1189.0,24592.0,9231.0,15361.0,8.8,18.9,0.332,0.434,0.766,26.4,67.3,88.6,0.5617283950617284
98,99.0,51.0,163.0,8.73,3.25,1.14,0.299,71.3,45.2,13.5,4.33,4.06,17.1,43.1,5.1,22.9,8.5,699.0,2.68,14.4,5541.0,6178.0,1418.0,886.0,280.0,42.0,210.0,780.0,748.0,507.0,1397.0,23413.0,8382.0,15031.0,8.2,22.6,0.322,0.435,0.757,15.8,70.3,84.7,0.558282208588957
99,100.0,37.0,162.0,7.67,3.1,1.36,0.291,70.5,39.6,12.9,4.6,4.59,10.0,41.9,5.05,19.8,8.0,728.0,2.47,11.8,5494.0,6029.0,1326.0,872.0,284.0,35.0,135.0,630.0,597.0,428.0,1341.0,23350.0,8111.0,15239.0,7.1,22.2,0.3,0.38,0.68,4.2,69.1,86.0,0.3950617283950617
100,101.0,46.0,162.0,10.44,2.69,0.94,0.283,77.9,44.0,11.6,3.11,3.23,28.6,43.3,3.31,28.5,7.4,503.0,3.88,21.2,5453.0,6146.0,1390.0,889.0,278.0,18.0,205.0,797.0,763.0,565.0,1197.0,23643.0,8873.0,14770.0,9.2,19.5,0.329,0.425,0.754,32.1,65.1,87.2,0.6358024691358025
101,102.0,33.0,162.0,7.27,3.45,1.29,0.309,70.6,43.1,13.0,4.95,4.66,6.7,43.4,5.16,18.4,8.7,787.0,2.11,9.7,5505.0,6063.0,1350.0,883.0,283.0,29.0,155.0,638.0,606.0,427.0,1310.0,23328.0,8275.0,15053.0,7.0,21.6,0.305,0.392,0.697,7.8,68.9,86.5,0.35802469135802467
102,103.0,35.0,162.0,8.68,3.42,1.28,0.294,74.1,42.1,14.1,4.15,4.36,12.2,42.0,4.76,22.7,8.9,663.0,2.54,13.8,5472.0,6108.0,1323.0,837.0,249.0,23.0,214.0,721.0,690.0,514.0,1300.0,23751.0,8769.0,14982.0,8.4,21.3,0.313,0.413,0.726,20.1,65.8,85.8,0.49382716049382713
103,104.0,48.0,163.0,9.54,2.57,1.09,0.284,76.2,44.9,13.4,3.4,3.6,19.0,44.5,3.77,25.7,6.9,557.0,3.71,18.8,5572.0,6358.0,1394.0,830.0,296.0,33.0,235.0,804.0,756.0,647.0,1436.0,25643.0,9654.0,15989.0,10.2,22.6,0.333,0.442,0.774,34.1,64.5,84.1,0.5644171779141104
104,105.0,30.0,161.0,7.8,3.78,1.2,0.29,69.9,40.9,12.1,4.76,4.57,2.4,42.4,4.69,20.0,9.7,763.0,2.06,10.3,5488.0,6083.0,1303.0,929.0,222.0,24.0,128.0,589.0,554.0,455.0,1384.0,23549.0,8303.0,15246.0,7.5,22.8,0.303,0.357,0.659,10.6,65.1,86.0,0.391304347826087
105,106.0,49.0,163.0,8.8,3.41,1.07,0.279,74.4,43.2,12.5,3.73,4.01,14.5,42.7,4.45,23.4,9.0,606.0,2.58,14.3,5542.0,6210.0,1398.0,904.0,252.0,24.0,218.0,754.0,711.0,537.0,1458.0,24233.0,8694.0,15539.0,8.6,23.5,0.323,0.424,0.747,28.4,65.6,84.9,0.588957055214724
106,107.0,37.0,162.0,8.59,3.57,1.23,0.302,72.4,41.6,13.2,4.5,4.39,11.4,41.0,4.89,21.9,9.1,722.0,2.4,12.8,5526.0,6154.0,1379.0,874.0,317.0,22.0,166.0,738.0,704.0,534.0,1328.0,24509.0,8979.0,15530.0,8.7,21.6,0.318,0.405,0.723,16.7,65.7,87.2,0.48148148148148145
107,108.0,41.0,162.0,8.91,2.98,1.14,0.295,73.0,42.1,12.2,4.07,3.97,17.9,44.7,4.0,23.4,7.8,661.0,2.99,15.6,5468.0,6177.0,1282.0,813.0,265.0,34.0,170.0,676.0,649.0,566.0,1404.0,24156.0,8739.0,15417.0,9.2,22.7,0.312,0.389,0.701,16.4,67.5,84.7,0.47530864197530864
108,109.0,49.0,162.0,10.1,3.05,1.09,0.3,73.9,42.9,12.9,3.78,3.63,24.5,41.6,3.99,26.6,8.0,611.0,3.31,18.6,5515.0,6271.0,1374.0,815.0,269.0,23.0,267.0,851.0,821.0,625.0,1421.0,25145.0,9582.0,15563.0,10.0,22.7,0.329,0.451,0.781,29.9,66.3,85.2,0.6172839506172839
109,110.0,44.0,162.0,7.6,2.91,1.13,0.27,73.5,43.6,12.2,3.82,4.18,13.5,43.0,4.35,20.3,7.8,622.0,2.61,12.5,5579.0,6255.0,1407.0,838.0,322.0,20.0,227.0,813.0,778.0,550.0,1381.0,24930.0,9281.0,15649.0,8.8,22.1,0.325,0.439,0.764,30.3,68.7,85.2,0.5987654320987654
110,111.0,44.0,162.0,9.12,3.11,1.06,0.303,71.0,45.4,12.4,4.15,3.83,19.7,44.8,4.07,23.9,8.1,666.0,2.93,15.7,5424.0,6136.0,1270.0,813.0,241.0,30.0,186.0,677.0,653.0,582.0,1520.0,24615.0,8956.0,15659.0,9.5,24.8,0.314,0.393,0.707,13.3,66.0,84.3,0.49382716049382713
111,112.0,40.0,161.0,8.38,3.12,1.09,0.296,73.6,43.4,12.1,4.0,4.06,14.9,44.5,4.45,21.7,8.1,638.0,2.69,13.7,5447.0,6066.0,1381.0,896.0,290.0,38.0,157.0,692.0,665.0,474.0,1229.0,23553.0,8377.0,15176.0,7.8,20.3,0.317,0.407,0.725,19.2,69.2,86.0,0.5093167701863354
112,113.0,36.0,162.0,8.64,3.21,1.14,0.305,71.1,44.4,13.6,4.41,4.1,12.4,43.9,4.54,22.4,8.3,714.0,2.7,14.1,5486.0,6059.0,1289.0,847.0,250.0,30.0,162.0,617.0,583.0,471.0,1523.0,23771.0,8358.0,15413.0,7.8,25.1,0.297,0.38,0.677,9.6,66.6,83.6,0.4074074074074074
113,114.0,60.0,162.0,8.25,2.49,1.21,0.295,72.5,42.5,12.7,4.13,4.05,16.5,43.7,4.21,21.9,6.6,664.0,3.32,15.3,5513.0,6087.0,1402.0,938.0,256.0,32.0,176.0,677.0,644.0,430.0,1221.0,23088.0,8306.0,14782.0,7.1,20.1,0.314,0.408,0.722,19.1,67.0,88.2,0.5493827160493827
114,115.0,36.0,162.0,7.82,3.23,0.96,0.293,72.3,44.5,11.0,3.95,3.98,14.1,43.4,4.33,20.5,8.5,642.0,2.42,12.0,5541.0,6113.0,1324.0,906.0,255.0,30.0,133.0,603.0,573.0,448.0,1467.0,23812.0,8411.0,15401.0,7.3,24.0,0.3,0.368,0.667,6.0,68.5,84.4,0.4506172839506173
115,116.0,43.0,162.0,8.27,3.67,0.89,0.293,73.0,44.6,10.5,3.85,3.97,14.4,43.9,4.33,21.3,9.5,623.0,2.25,11.9,5498.0,6200.0,1369.0,907.0,248.0,9.0,205.0,759.0,725.0,525.0,1380.0,24262.0,8868.0,15394.0,8.5,22.3,0.321,0.409,0.73,21.5,65.6,86.0,0.5432098765432098
116,117.0,52.0,162.0,8.83,3.11,1.02,0.278,73.3,43.9,11.5,3.75,3.82,17.4,43.3,3.88,23.7,8.4,603.0,2.84,15.4,5475.0,6195.0,1415.0,948.0,274.0,43.0,150.0,716.0,664.0,540.0,1388.0,23677.0,8666.0,15011.0,8.7,22.4,0.333,0.406,0.74,23.1,69.0,84.8,0.5555555555555556
117,118.0,42.0,162.0,7.05,3.09,1.4,0.299,69.6,43.0,14.1,4.92,4.79,10.9,42.9,5.76,18.0,7.9,783.0,2.28,10.1,5453.0,6163.0,1308.0,824.0,266.0,24.0,194.0,737.0,696.0,555.0,1484.0,24519.0,9009.0,15510.0,9.0,24.1,0.318,0.404,0.722,11.2,64.5,84.8,0.41358024691358025
118,119.0,39.0,162.0,8.15,3.46,1.31,0.306,70.0,42.5,12.7,4.85,4.53,8.5,41.3,4.62,20.7,8.8,773.0,2.36,11.9,5477.0,6076.0,1336.0,783.0,320.0,16.0,217.0,709.0,680.0,499.0,1387.0,23482.0,8507.0,14975.0,8.2,22.8,0.312,0.427,0.739,14.9,68.3,85.0,0.4506172839506173
119,120.0,40.0,162.0,8.82,3.03,1.23,0.287,74.8,41.2,12.8,4.04,4.15,16.4,43.7,4.47,23.3,8.0,649.0,2.91,15.3,5517.0,6288.0,1402.0,902.0,284.0,25.0,191.0,771.0,737.0,631.0,1289.0,24645.0,9075.0,15570.0,10.0,20.5,0.335,0.419,0.753,23.7,67.3,85.8,0.5061728395061729
120,121.0,45.0,162.0,8.77,3.17,1.35,0.295,74.0,43.1,15.2,4.25,4.4,12.9,39.9,4.83,22.9,8.3,691.0,2.77,14.6,5633.0,6315.0,1419.0,871.0,288.0,40.0,220.0,813.0,778.0,540.0,1360.0,24414.0,8680.0,15734.0,8.6,21.5,0.323,0.434,0.757,23.6,68.3,85.4,0.5246913580246914
121,122.0,44.0,162.0,8.64,3.4,1.26,0.302,73.8,45.2,15.0,4.2,4.39,12.4,39.9,4.91,22.3,8.8,677.0,2.54,13.5,5560.0,6302.0,1432.0,877.0,277.0,29.0,249.0,855.0,824.0,619.0,1467.0,24951.0,9233.0,15718.0,9.8,23.3,0.336,0.452,0.789,27.6,71.2,82.4,0.5987654320987654
122,123.0,27.0,162.0,7.78,3.5,1.9,0.295,68.5,40.5,17.4,5.67,5.56,6.9,41.4,5.8,19.5,8.8,909.0,2.22,10.7,5596.0,6189.0,1379.0,889.0,252.0,25.0,213.0,729.0,698.0,462.0,1435.0,24561.0,8725.0,15836.0,7.5,23.2,0.31,0.415,0.725,5.7,69.3,84.3,0.3333333333333333
123,124.0,33.0,162.0,9.99,3.7,1.32,0.312,70.8,42.6,14.4,4.7,4.28,16.5,40.5,4.65,25.5,9.5,768.0,2.7,16.1,5770.0,6475.0,1554.0,937.0,345.0,27.0,245.0,901.0,857.0,590.0,1382.0,25427.0,9214.0,16213.0,9.1,21.3,0.34,0.466,0.806,28.0,69.6,84.7,0.5185185185185185
124,125.0,38.0,162.0,9.01,3.33,1.22,0.3,74.1,45.9,15.0,4.1,4.25,16.9,41.2,4.7,23.3,8.6,657.0,2.7,14.7,5461.0,6195.0,1378.0,826.0,270.0,26.0,256.0,814.0,783.0,581.0,1460.0,24026.0,8782.0,15244.0,9.4,23.6,0.331,0.452,0.783,25.6,68.4,83.4,0.5185185185185185
125,126.0,33.0,161.0,8.36,3.71,1.52,0.302,71.3,43.2,15.9,4.91,4.89,13.2,43.1,5.08,21.3,9.4,770.0,2.25,11.9,5529.0,6042.0,1443.0,981.0,260.0,20.0,182.0,708.0,676.0,378.0,1549.0,23538.0,8086.0,15452.0,6.3,25.6,0.314,0.414,0.728,11.3,68.7,84.4,0.4472049689440994
126,127.0,46.0,162.0,9.71,3.35,1.34,0.286,73.7,44.3,16.4,4.18,4.23,19.8,39.8,4.78,25.6,8.8,668.0,2.9,16.8,5450.0,6100.0,1328.0,839.0,235.0,27.0,227.0,701.0,679.0,492.0,1436.0,23703.0,8393.0,15310.0,8.1,23.5,0.315,0.422,0.736,10.8,70.3,85.1,0.46296296296296297
127,128.0,42.0,162.0,9.44,2.82,1.3,0.291,76.0,39.7,13.6,3.79,4.06,21.0,41.6,4.34,25.1,7.5,606.0,3.35,17.6,5425.0,6124.0,1354.0,827.0,286.0,18.0,223.0,769.0,731.0,563.0,1332.0,24072.0,9113.0,14959.0,9.2,21.8,0.323,0.432,0.756,23.4,69.4,86.0,0.5740740740740741
128,129.0,28.0,162.0,7.85,3.66,1.68,0.308,68.5,46.1,19.0,5.58,5.23,6.0,42.9,6.44,19.7,9.2,898.0,2.15,10.5,5660.0,6288.0,1502.0,914.0,323.0,41.0,224.0,835.0,803.0,489.0,1503.0,24193.0,8629.0,15564.0,7.8,23.9,0.326,0.456,0.782,11.8,70.4,84.4,0.4382716049382716
129,130.0,31.0,161.0,8.59,3.37,1.57,0.317,68.8,42.7,15.9,5.26,4.84,10.3,42.0,5.06,21.6,8.5,837.0,2.55,13.1,5549.0,6039.0,1333.0,851.0,292.0,41.0,149.0,582.0,556.0,391.0,1595.0,23506.0,7884.0,15622.0,6.5,26.4,0.294,0.388,0.682,-2.0,68.8,83.2,0.2919254658385093
130,131.0,47.0,162.0,10.28,2.76,1.42,0.27,76.8,43.6,16.7,3.66,3.98,24.2,42.5,4.03,27.9,7.5,595.0,3.73,20.4,5613.0,6394.0,1538.0,899.0,323.0,28.0,288.0,920.0,891.0,645.0,1166.0,24710.0,9349.0,15361.0,10.1,18.2,0.352,0.495,0.848,42.0,66.3,88.4,0.6604938271604939
131,132.0,37.0,162.0,7.77,3.68,1.4,0.311,70.2,43.9,14.7,5.2,4.9,7.9,41.8,5.38,19.5,9.2,824.0,2.11,10.3,5496.0,6080.0,1356.0,873.0,281.0,40.0,162.0,691.0,655.0,456.0,1405.0,23471.0,8389.0,15082.0,7.5,23.1,0.309,0.401,0.71,6.7,69.2,86.2,0.36419753086419754
132,133.0,32.0,162.0,8.76,3.59,1.67,0.29,70.9,40.4,17.0,5.12,5.04,7.5,42.2,5.44,22.3,9.2,820.0,2.44,13.2,5542.0,6251.0,1368.0,859.0,268.0,21.0,220.0,769.0,734.0,586.0,1276.0,24919.0,9329.0,15590.0,9.4,20.4,0.324,0.422,0.746,17.1,63.0,86.2,0.4444444444444444
133,134.0,44.0,162.0,9.46,2.44,1.15,0.271,74.7,44.9,14.1,3.39,3.73,25.4,42.8,3.85,25.7,6.6,545.0,3.88,19.1,5493.0,6281.0,1414.0,813.0,302.0,20.0,279.0,886.0,861.0,607.0,1356.0,24980.0,9389.0,15591.0,9.7,21.6,0.338,0.472,0.81,34.3,67.5,85.2,0.654320987654321
134,135.0,27.0,162.0,8.59,3.83,1.47,0.281,72.1,38.3,14.2,4.74,4.89,5.8,41.7,4.88,22.1,9.8,760.0,2.24,12.2,5512.0,6045.0,1326.0,897.0,265.0,18.0,146.0,615.0,593.0,395.0,1469.0,23101.0,7925.0,15176.0,6.5,24.3,0.298,0.375,0.673,1.9,67.0,85.6,0.35185185185185186
135,136.0,50.0,162.0,9.23,3.52,1.39,0.292,73.1,42.2,15.6,4.4,4.46,12.5,40.4,4.88,23.9,9.1,714.0,2.63,14.8,5542.0,6309.0,1366.0,820.0,279.0,17.0,250.0,769.0,744.0,629.0,1563.0,25312.0,9400.0,15912.0,10.0,24.8,0.329,0.438,0.767,23.5,66.6,84.1,0.5493827160493827
136,137.0,50.0,162.0,9.0,2.78,1.22,0.309,71.8,41.8,13.4,4.18,4.03,23.7,42.0,4.49,23.4,7.2,680.0,3.24,16.2,5732.0,6392.0,1547.0,899.0,318.0,23.0,307.0,939.0,906.0,525.0,1334.0,24562.0,9035.0,15527.0,8.2,20.9,0.338,0.494,0.832,31.7,70.8,85.8,0.6234567901234568
137,138.0,38.0,162.0,9.36,3.08,1.26,0.304,73.1,43.4,13.9,4.25,4.1,19.8,43.0,3.99,24.4,8.0,690.0,3.04,16.4,5624.0,6290.0,1445.0,906.0,280.0,17.0,242.0,791.0,767.0,516.0,1384.0,23833.0,8460.0,15373.0,8.2,22.0,0.328,0.442,0.77,24.6,72.1,84.6,0.5308641975308642
