,Unnamed0,SV,GS,K9,BB9,HR9,BABIP,LOB,GB,HRFB,ERA,FIP,WARx,Zone,tERA,Kx,BBx,ER,KBB,KBB,AB,PA,H,X1B,X2B,X3B,HR,R,RBI,BB,SO,Pitches,Balls,Strikes,BBy,Ky,OBP,SLG,OPS,WARy,ZSwing,ZContact,Win_Percent
138,139.0,50.0,162.0,9.57,3.16,1.55,0.296,75.2,42.4,16.8,4.31,4.47,17.9,40.8,4.6,25.0,8.3,691.0,3.03,16.7,5583.0,6245.0,1493.0,880.0,290.0,17.0,306.0,943.0,904.0,569.0,1437.0,25306.0,9396.0,15910.0,9.1,23.0,0.339,0.49,0.829,30.7,68.7,85.0,0.6358024691358025
139,140.0,45.0,162.0,7.98,2.93,1.23,0.278,75.1,41.5,12.6,3.97,4.34,18.8,43.5,4.42,21.1,7.8,646.0,2.72,13.4,5561.0,6269.0,1384.0,812.0,292.0,23.0,257.0,845.0,800.0,578.0,1338.0,24972.0,9350.0,15622.0,9.2,21.3,0.327,0.448,0.776,26.4,68.4,84.9,0.5987654320987654
140,141.0,36.0,162.0,8.62,3.38,1.6,0.298,74.7,43.1,17.9,4.53,4.88,8.5,41.3,5.4,22.2,8.7,732.0,2.55,13.5,5571.0,6261.0,1369.0,817.0,311.0,26.0,215.0,774.0,742.0,562.0,1453.0,24905.0,8983.0,15922.0,9.0,23.2,0.319,0.427,0.746,17.8,67.9,84.5,0.5
141,142.0,31.0,162.0,9.02,3.65,1.51,0.315,68.9,42.2,15.7,5.19,4.78,8.7,42.6,4.98,22.6,9.1,830.0,2.47,13.4,5657.0,6228.0,1497.0,981.0,315.0,38.0,163.0,758.0,722.0,425.0,1213.0,23525.0,8368.0,15157.0,6.8,19.5,0.321,0.42,0.741,12.8,72.3,86.9,0.42592592592592593
142,143.0,47.0,162.0,9.27,2.91,1.35,0.299,70.0,43.0,14.8,4.63,4.22,15.2,42.2,4.31,23.9,7.5,737.0,3.19,16.4,5391.0,6019.0,1281.0,814.0,224.0,24.0,219.0,682.0,652.0,504.0,1581.0,23576.0,8498.0,15078.0,8.4,26.3,0.308,0.41,0.718,10.8,67.0,83.8,0.43209876543209874
143,144.0,34.0,162.0,7.75,3.16,1.63,0.291,68.4,43.4,16.4,5.0,5.0,5.4,42.7,4.98,19.8,8.1,799.0,2.45,11.7,5500.0,6199.0,1305.0,784.0,254.0,28.0,239.0,758.0,730.0,588.0,1581.0,25523.0,9597.0,15926.0,9.5,25.5,0.316,0.424,0.74,17.4,66.7,82.9,0.41975308641975306
144,145.0,41.0,162.0,8.38,3.18,1.39,0.286,72.6,42.2,15.1,4.38,4.55,8.3,42.1,4.8,21.9,8.3,715.0,2.64,13.6,5579.0,6170.0,1332.0,839.0,300.0,26.0,167.0,678.0,655.0,475.0,1435.0,23979.0,8408.0,15571.0,7.7,23.3,0.302,0.392,0.694,8.9,70.7,84.4,0.47530864197530864
145,146.0,52.0,162.0,8.72,3.4,1.19,0.283,75.8,44.9,14.5,3.82,4.27,14.9,42.5,4.49,23.1,9.0,613.0,2.57,14.1,5449.0,6167.0,1336.0,856.0,246.0,24.0,210.0,764.0,714.0,561.0,1420.0,24719.0,8996.0,15723.0,9.1,23.0,0.322,0.415,0.737,22.7,67.4,84.8,0.5617283950617284
146,147.0,46.0,162.0,9.9,2.77,1.1,0.29,73.7,44.1,13.4,3.67,3.65,24.5,43.0,3.69,26.6,7.4,602.0,3.58,19.2,5628.0,6285.0,1427.0,890.0,291.0,29.0,217.0,769.0,730.0,542.0,1493.0,24922.0,9114.0,15808.0,8.6,23.8,0.325,0.431,0.757,25.9,69.5,84.5,0.5925925925925926
147,148.0,33.0,162.0,8.63,3.65,1.51,0.312,70.5,41.8,15.4,5.09,4.84,14.2,43.2,5.6,21.7,9.2,813.0,2.37,12.5,5540.0,6204.0,1374.0,831.0,296.0,24.0,223.0,810.0,765.0,534.0,1578.0,25074.0,9162.0,15912.0,8.6,25.4,0.319,0.431,0.75,8.7,66.0,84.0,0.48148148148148145
148,149.0,33.0,162.0,8.32,3.77,1.42,0.3,71.8,43.1,14.9,4.79,4.82,8.9,39.9,5.02,21.1,9.6,767.0,2.21,11.5,5493.0,6091.0,1299.0,761.0,270.0,21.0,247.0,726.0,697.0,509.0,1514.0,24052.0,8727.0,15325.0,8.4,24.9,0.305,0.428,0.733,11.8,67.9,84.5,0.41358024691358025
149,150.0,40.0,162.0,9.45,3.23,1.26,0.296,73.0,42.6,13.9,4.28,4.14,21.7,41.1,4.44,24.6,8.4,684.0,2.92,16.2,5512.0,6267.0,1460.0,904.0,298.0,27.0,231.0,873.0,824.0,584.0,1308.0,24645.0,9097.0,15548.0,9.3,20.9,0.342,0.454,0.796,28.2,67.3,87.5,0.5740740740740741
150,151.0,13.0,60.0,9.1,4.08,1.61,0.294,74.0,38.4,15.7,4.84,5.0,1.1,40.9,5.36,23.0,10.3,279.0,2.23,12.7,1997.0,2238.0,482.0,311.0,101.0,12.0,58.0,269.0,255.0,181.0,461.0,8668.0,3093.0,5575.0,8.1,20.6,0.312,0.391,0.704,5.7,68.1,84.7,0.4166666666666667
151,152.0,13.0,60.0,8.69,3.78,1.18,0.294,70.6,43.7,13.2,4.46,4.42,4.0,40.0,4.83,22.2,9.7,260.0,2.3,12.6,2074.0,2344.0,556.0,320.0,130.0,3.0,103.0,348.0,338.0,239.0,573.0,9236.0,3410.0,5826.0,10.2,24.4,0.349,0.483,0.832,12.6,71.7,82.1,0.5833333333333334
152,153.0,11.0,60.0,8.45,3.33,1.37,0.282,69.7,42.6,14.6,4.51,4.6,6.5,42.8,5.08,21.7,8.5,260.0,2.54,13.1,2026.0,2242.0,523.0,337.0,102.0,7.0,77.0,274.0,264.0,164.0,514.0,8757.0,3040.0,5717.0,7.3,22.9,0.321,0.429,0.75,3.7,70.7,83.6,0.4166666666666667
153,154.0,14.0,60.0,9.22,4.33,1.68,0.332,70.8,42.9,18.9,5.58,5.19,0.1,41.2,6.08,22.5,10.5,325.0,2.13,11.9,2083.0,2304.0,552.0,346.0,118.0,7.0,81.0,292.0,278.0,187.0,545.0,9082.0,3257.0,5825.0,8.1,23.7,0.33,0.445,0.775,7.3,69.2,84.2,0.4
154,155.0,16.0,60.0,9.08,3.16,1.28,0.278,75.0,45.0,16.0,3.99,4.18,6.5,40.8,4.6,24.3,8.5,230.0,2.87,15.8,1918.0,2214.0,422.0,258.0,82.0,8.0,74.0,265.0,248.0,229.0,568.0,9086.0,3464.0,5622.0,10.3,25.7,0.318,0.387,0.705,7.9,64.1,83.6,0.5666666666666667
155,156.0,13.0,60.0,8.93,3.71,1.21,0.269,75.1,44.2,14.5,3.81,4.32,6.6,39.7,4.79,23.4,9.7,223.0,2.41,13.7,2047.0,2267.0,534.0,338.0,94.0,6.0,96.0,306.0,294.0,179.0,571.0,9019.0,3225.0,5794.0,7.9,25.2,0.326,0.453,0.779,13.3,67.1,82.8,0.5833333333333334
156,157.0,9.0,60.0,10.98,3.8,1.2,0.278,72.8,43.2,14.6,3.89,3.92,10.1,39.6,4.32,28.9,10.0,218.0,2.89,18.9,1842.0,2123.0,390.0,221.0,76.0,3.0,90.0,243.0,237.0,239.0,534.0,8771.0,3375.0,5396.0,11.3,25.2,0.312,0.403,0.715,3.7,66.4,84.0,0.5166666666666667
157,158.0,20.0,60.0,10.43,2.64,1.14,0.285,78.5,40.5,13.4,3.29,3.55,11.2,40.6,3.9,28.5,7.2,196.0,3.96,21.3,1959.0,2247.0,446.0,286.0,96.0,5.0,59.0,248.0,234.0,239.0,517.0,9293.0,3620.0,5673.0,10.6,23.0,0.317,0.372,0.689,7.5,67.3,84.7,0.5833333333333334
158,159.0,16.0,60.0,6.72,3.51,1.42,0.307,66.5,44.5,15.0,5.59,5.14,3.5,42.0,6.53,16.8,8.8,327.0,1.92,8.1,2057.0,2257.0,528.0,365.0,84.0,16.0,63.0,275.0,264.0,161.0,543.0,8803.0,3090.0,5713.0,7.1,24.1,0.311,0.405,0.716,1.8,69.4,84.9,0.43333333333333335
159,160.0,11.0,58.0,8.12,3.51,1.66,0.297,68.7,42.2,17.1,5.63,5.17,0.9,39.6,5.51,20.4,8.8,308.0,2.31,11.6,1893.0,2076.0,463.0,311.0,78.0,12.0,62.0,249.0,242.0,147.0,567.0,8257.0,2888.0,5369.0,7.1,27.3,0.303,0.397,0.7,5.4,69.6,83.7,0.39655172413793105
160,161.0,16.0,60.0,9.03,3.73,1.2,0.288,71.5,44.2,14.0,4.31,4.33,6.3,41.6,4.62,23.5,9.7,251.0,2.42,13.8,1992.0,2229.0,478.0,294.0,103.0,12.0,69.0,279.0,268.0,192.0,440.0,8548.0,3132.0,5416.0,8.6,19.7,0.312,0.408,0.72,5.8,68.4,87.8,0.48333333333333334
161,162.0,19.0,60.0,9.0,3.67,1.32,0.303,73.9,44.4,15.0,4.3,4.5,4.1,42.1,4.94,23.2,9.4,247.0,2.45,13.7,1988.0,2200.0,485.0,313.0,97.0,7.0,68.0,248.0,237.0,172.0,527.0,8625.0,3153.0,5472.0,7.8,24.0,0.309,0.402,0.711,7.1,69.2,83.6,0.43333333333333335
162,163.0,12.0,60.0,8.96,3.41,1.4,0.287,65.5,39.4,14.0,5.09,4.49,5.4,42.6,4.85,23.2,8.8,297.0,2.63,14.4,2020.0,2308.0,501.0,311.0,97.0,8.0,85.0,294.0,285.0,239.0,490.0,9114.0,3399.0,5715.0,10.4,21.2,0.332,0.43,0.763,7.2,63.1,85.5,0.43333333333333335
163,164.0,15.0,60.0,8.64,2.42,1.1,0.252,75.8,46.3,13.2,3.02,3.79,8.9,45.3,3.87,23.8,6.7,181.0,3.57,17.1,2042.0,2316.0,523.0,302.0,97.0,6.0,118.0,349.0,327.0,228.0,471.0,9011.0,3453.0,5558.0,9.8,20.3,0.338,0.483,0.821,13.0,69.2,85.4,0.7166666666666667
164,165.0,18.0,60.0,8.05,4.04,1.46,0.297,70.6,45.2,15.7,4.86,5.02,2.4,41.9,5.06,20.4,10.2,272.0,2.0,10.2,1935.0,2167.0,472.0,325.0,82.0,5.0,60.0,263.0,247.0,191.0,537.0,8547.0,3173.0,5374.0,8.8,24.8,0.319,0.384,0.703,2.3,66.1,83.3,0.5166666666666667
165,166.0,14.0,60.0,10.68,3.29,1.17,0.296,70.5,46.6,15.2,4.18,3.8,9.1,38.6,3.98,28.1,8.6,240.0,3.25,19.4,1920.0,2188.0,429.0,266.0,83.0,5.0,75.0,247.0,238.0,221.0,582.0,8826.0,3374.0,5452.0,10.1,26.6,0.313,0.389,0.702,4.8,65.9,82.8,0.48333333333333334
166,167.0,17.0,60.0,9.38,2.98,1.09,0.288,76.8,40.8,12.1,3.58,3.79,9.4,40.9,4.08,25.1,8.0,204.0,3.15,17.1,1937.0,2168.0,468.0,293.0,81.0,3.0,91.0,269.0,258.0,186.0,528.0,8664.0,3233.0,5431.0,8.6,24.4,0.315,0.427,0.743,9.8,67.6,85.1,0.6
167,168.0,11.0,60.0,10.06,3.84,1.42,0.316,69.9,41.7,15.8,5.01,4.46,5.0,39.5,4.49,25.4,9.7,286.0,2.62,15.7,2023.0,2279.0,551.0,352.0,106.0,7.0,86.0,286.0,278.0,197.0,498.0,8801.0,3184.0,5617.0,8.6,21.9,0.348,0.459,0.807,10.2,71.7,85.9,0.43333333333333335
168,169.0,14.0,60.0,9.49,3.02,1.49,0.28,71.1,42.9,16.0,4.35,4.39,5.6,41.5,4.47,24.8,7.9,242.0,3.14,16.9,1915.0,2210.0,473.0,285.0,87.0,7.0,94.0,315.0,301.0,251.0,480.0,9021.0,3587.0,5434.0,11.4,21.7,0.342,0.447,0.789,10.1,67.3,84.7,0.55
169,170.0,17.0,60.0,8.84,2.88,1.21,0.285,75.6,41.2,12.3,3.77,4.02,7.5,42.6,3.93,23.4,7.6,216.0,3.07,15.8,1908.0,2201.0,430.0,257.0,91.0,11.0,71.0,274.0,264.0,238.0,524.0,8848.0,3392.0,5456.0,10.8,23.8,0.322,0.396,0.718,8.3,66.4,83.8,0.6
170,171.0,11.0,60.0,9.63,3.35,1.45,0.343,69.4,46.6,18.6,5.2,4.43,5.8,40.3,5.02,24.2,8.4,287.0,2.88,15.8,1948.0,2223.0,500.0,318.0,90.0,10.0,82.0,306.0,289.0,229.0,480.0,8683.0,3280.0,5403.0,10.3,21.6,0.342,0.439,0.781,6.3,68.7,84.8,0.4666666666666667
171,172.0,6.0,60.0,9.4,4.37,1.4,0.28,70.2,43.4,16.2,4.68,4.8,2.9,38.9,5.07,24.1,11.2,267.0,2.15,12.9,1932.0,2134.0,425.0,284.0,76.0,6.0,59.0,219.0,210.0,167.0,521.0,8352.0,3069.0,5283.0,7.8,24.4,0.284,0.357,0.641,1.4,69.3,84.5,0.31666666666666665
172,173.0,13.0,60.0,9.77,2.94,1.21,0.29,74.0,42.5,14.1,3.87,3.88,8.3,42.4,4.01,26.2,7.9,224.0,3.32,18.3,1972.0,2231.0,506.0,296.0,103.0,12.0,95.0,325.0,312.0,204.0,479.0,8724.0,3264.0,5460.0,9.1,21.5,0.333,0.466,0.798,13.3,65.9,85.8,0.6166666666666667
173,174.0,15.0,60.0,8.17,4.01,1.38,0.281,69.9,40.3,13.5,5.03,4.91,3.2,42.8,4.89,20.9,10.2,289.0,2.04,10.6,1929.0,2181.0,435.0,282.0,88.0,5.0,60.0,254.0,244.0,207.0,545.0,8698.0,3260.0,5438.0,9.5,25.0,0.309,0.37,0.678,5.5,64.9,82.8,0.45
174,175.0,13.0,60.0,8.48,3.65,1.2,0.281,67.8,38.8,12.1,4.64,4.45,3.8,42.4,4.78,21.8,9.4,267.0,2.32,12.4,2019.0,2259.0,532.0,330.0,107.0,14.0,81.0,299.0,290.0,195.0,499.0,8768.0,3122.0,5646.0,8.6,22.1,0.335,0.451,0.785,9.9,69.8,84.2,0.48333333333333334
175,176.0,13.0,58.0,8.83,3.88,1.31,0.25,74.0,44.4,15.4,3.92,4.58,3.7,41.0,4.67,23.3,10.3,206.0,2.27,13.1,1752.0,2011.0,410.0,279.0,73.0,7.0,51.0,240.0,231.0,205.0,477.0,8189.0,3137.0,5052.0,10.2,23.7,0.323,0.371,0.694,7.5,65.4,83.8,0.5172413793103449
176,177.0,23.0,60.0,9.42,2.87,1.19,0.291,77.2,45.1,14.9,3.56,3.94,7.1,41.9,4.15,25.0,7.6,209.0,3.29,17.4,1975.0,2261.0,470.0,273.0,105.0,12.0,80.0,289.0,274.0,243.0,608.0,9199.0,3529.0,5670.0,10.7,26.9,0.328,0.425,0.753,9.5,66.8,80.5,0.6666666666666666
177,178.0,10.0,60.0,8.52,4.11,1.41,0.277,68.6,40.6,14.0,5.02,4.88,2.9,42.5,5.1,21.5,10.4,288.0,2.07,11.1,1936.0,2147.0,420.0,269.0,80.0,9.0,62.0,224.0,204.0,167.0,548.0,8428.0,3022.0,5406.0,7.8,25.5,0.285,0.364,0.648,0.3,67.0,82.2,0.36666666666666664
178,179.0,17.0,60.0,8.9,4.29,1.39,0.302,70.3,43.1,14.9,4.63,4.73,4.0,39.5,5.15,22.5,10.8,270.0,2.08,11.7,2023.0,2263.0,516.0,320.0,104.0,4.0,88.0,302.0,288.0,203.0,508.0,8760.0,3246.0,5514.0,9.0,22.4,0.325,0.441,0.766,5.0,69.4,84.1,0.5333333333333333
179,180.0,12.0,60.0,9.08,3.86,1.68,0.317,74.1,37.9,16.3,5.09,5.02,2.9,41.0,5.59,22.3,9.5,285.0,2.35,12.8,1968.0,2218.0,519.0,329.0,112.0,12.0,66.0,293.0,279.0,192.0,451.0,8813.0,3177.0,5636.0,8.7,20.3,0.336,0.433,0.769,4.3,68.8,87.0,0.43333333333333335
180,181.0,22.0,162.0,7.86,3.52,1.47,0.299,68.2,40.2,13.8,5.15,4.88,3.3,43.7,5.2,19.7,8.9,811.0,2.23,10.9,5489.0,6144.0,1297.0,814.0,308.0,31.0,144.0,679.0,644.0,537.0,1465.0,24204.0,8669.0,15535.0,8.7,23.8,0.309,0.382,0.692,10.9,66.7,84.6,0.32098765432098764
181,182.0,40.0,161.0,9.04,3.29,1.17,0.28,74.4,43.7,13.5,3.89,4.09,15.5,42.3,4.53,23.8,8.7,610.0,2.75,15.2,5363.0,6056.0,1307.0,779.0,269.0,20.0,239.0,790.0,762.0,549.0,1453.0,23528.0,8515.0,15013.0,9.1,24.0,0.319,0.435,0.754,24.0,73.5,83.1,0.546583850931677
182,183.0,26.0,162.0,7.92,3.61,1.66,0.305,66.7,39.7,15.1,5.85,5.15,7.8,43.3,5.49,19.7,9.0,911.0,2.19,10.7,5420.0,5983.0,1296.0,820.0,266.0,15.0,195.0,659.0,632.0,451.0,1454.0,23610.0,8280.0,15330.0,7.5,24.3,0.304,0.402,0.705,6.6,68.8,83.9,0.32098765432098764
183,184.0,49.0,162.0,9.68,3.46,1.12,0.323,71.9,44.2,12.6,4.27,3.95,19.9,42.9,4.4,24.8,8.9,674.0,2.8,16.0,5495.0,6122.0,1434.0,862.0,330.0,23.0,219.0,829.0,783.0,512.0,1386.0,23976.0,8485.0,15491.0,8.4,22.6,0.328,0.449,0.777,21.6,69.9,83.6,0.5679012345679012
184,185.0,40.0,162.0,8.65,3.8,1.5,0.294,70.9,44.8,17.2,4.88,4.88,3.8,40.3,5.24,21.9,9.6,766.0,2.28,12.3,5306.0,5972.0,1255.0,794.0,225.0,26.0,210.0,705.0,672.0,502.0,1596.0,23541.0,8505.0,15036.0,8.4,26.7,0.312,0.407,0.719,17.2,67.2,83.6,0.4382716049382716
185,186.0,43.0,162.0,10.18,3.11,1.17,0.288,74.4,41.2,12.8,3.73,3.74,27.6,41.7,3.91,27.1,8.3,581.0,3.27,18.8,5357.0,6084.0,1373.0,886.0,275.0,22.0,190.0,796.0,757.0,586.0,1389.0,23930.0,8640.0,15290.0,9.6,22.8,0.336,0.422,0.758,23.2,68.3,85.6,0.5740740740740741
186,187.0,41.0,162.0,9.56,3.87,1.29,0.297,72.6,44.2,14.8,4.41,4.34,16.9,40.1,4.84,24.6,10.0,703.0,2.47,14.6,5423.0,6162.0,1352.0,822.0,295.0,13.0,222.0,786.0,756.0,553.0,1425.0,24111.0,8861.0,15250.0,9.0,23.1,0.328,0.431,0.759,16.4,69.2,85.5,0.5123456790123457
187,188.0,39.0,162.0,8.89,3.34,1.38,0.282,72.8,42.6,14.7,4.34,4.43,10.7,41.6,4.66,23.3,8.7,679.0,2.66,14.6,5332.0,5907.0,1269.0,796.0,248.0,22.0,203.0,717.0,686.0,453.0,1387.0,23079.0,8262.0,14817.0,7.7,23.5,0.303,0.407,0.71,16.3,68.8,84.2,0.49382716049382713
188,189.0,33.0,161.0,8.18,3.47,1.26,0.302,69.8,44.8,14.3,4.83,4.47,13.8,43.6,5.63,21.0,8.9,749.0,2.35,12.1,5374.0,6007.0,1338.0,847.0,275.0,34.0,182.0,739.0,709.0,491.0,1356.0,22881.0,8007.0,14874.0,8.2,22.6,0.317,0.414,0.731,11.3,70.5,85.1,0.45962732919254656
189,190.0,42.0,162.0,7.98,3.62,1.26,0.289,72.6,44.5,13.2,4.32,4.6,8.8,42.8,4.7,20.4,9.3,681.0,2.2,11.2,5376.0,5979.0,1299.0,847.0,236.0,37.0,179.0,697.0,675.0,490.0,1514.0,23733.0,8409.0,15324.0,8.2,25.3,0.308,0.399,0.707,10.5,69.3,83.2,0.47530864197530864
190,191.0,34.0,162.0,9.07,3.42,1.16,0.275,75.1,44.7,13.6,3.8,4.12,16.9,41.1,4.33,24.0,9.1,610.0,2.65,15.0,5593.0,6291.0,1496.0,962.0,299.0,14.0,221.0,863.0,834.0,569.0,1222.0,24555.0,8982.0,15573.0,9.0,19.4,0.339,0.444,0.783,33.7,66.7,88.0,0.5864197530864198
191,192.0,37.0,162.0,8.53,3.75,1.2,0.301,70.3,42.2,12.6,4.64,4.39,12.7,41.4,4.84,21.9,9.6,731.0,2.27,12.3,5427.0,5993.0,1349.0,906.0,251.0,29.0,163.0,686.0,647.0,421.0,1258.0,22754.0,8035.0,14719.0,7.0,21.0,0.306,0.396,0.702,13.3,72.1,86.0,0.4567901234567901
192,193.0,39.0,162.0,9.2,3.75,1.19,0.305,69.6,44.5,13.5,4.69,4.25,16.0,40.2,4.62,23.5,9.6,741.0,2.45,13.9,5437.0,6016.0,1331.0,853.0,265.0,23.0,190.0,723.0,691.0,464.0,1394.0,23027.0,8001.0,15026.0,7.7,23.2,0.31,0.407,0.717,11.6,67.4,85.4,0.47530864197530864
193,194.0,56.0,162.0,9.91,3.01,1.0,0.26,76.5,44.5,11.8,3.03,3.54,27.1,44.0,3.52,26.9,8.2,489.0,3.29,18.7,5445.0,6239.0,1330.0,822.0,247.0,24.0,237.0,830.0,799.0,613.0,1408.0,24466.0,9124.0,15342.0,9.8,22.6,0.33,0.429,0.759,29.3,68.6,85.0,0.654320987654321
194,195.0,33.0,162.0,8.78,3.36,1.03,0.29,71.6,44.6,12.0,3.96,4.01,15.7,43.1,4.23,22.9,8.8,622.0,2.61,14.1,5348.0,5928.0,1244.0,837.0,226.0,23.0,158.0,623.0,594.0,450.0,1553.0,23267.0,8080.0,15187.0,7.6,26.2,0.298,0.372,0.671,12.1,67.3,84.0,0.41358024691358025
195,196.0,44.0,162.0,10.14,3.37,1.05,0.275,74.7,44.5,13.3,3.5,3.72,23.4,41.0,4.04,27.0,9.0,558.0,3.01,18.0,5362.0,6099.0,1251.0,784.0,255.0,18.0,194.0,738.0,700.0,586.0,1465.0,24078.0,8858.0,15220.0,9.6,24.0,0.317,0.396,0.713,19.1,68.0,84.1,0.5864197530864198
196,197.0,42.0,162.0,8.35,3.07,1.52,0.29,68.9,41.0,15.0,4.83,4.66,6.8,41.5,4.86,21.7,8.0,762.0,2.72,13.7,5431.0,6078.0,1311.0,795.0,271.0,17.0,228.0,729.0,690.0,525.0,1405.0,23515.0,8706.0,14809.0,8.6,23.1,0.314,0.423,0.738,21.3,69.4,84.3,0.4506172839506173
197,198.0,41.0,162.0,9.48,3.1,1.24,0.287,73.2,42.5,13.9,3.9,4.04,16.3,42.9,4.02,25.1,8.2,597.0,3.06,16.9,5210.0,5856.0,1243.0,821.0,228.0,18.0,176.0,636.0,604.0,495.0,1392.0,22385.0,7982.0,14403.0,8.5,23.8,0.315,0.391,0.705,21.6,71.5,84.1,0.47530864197530864
198,199.0,47.0,162.0,9.84,3.08,1.23,0.284,74.0,41.9,12.9,3.76,3.9,21.7,41.1,3.85,26.2,8.2,600.0,3.19,18.0,5331.0,6060.0,1266.0,819.0,213.0,12.0,222.0,711.0,666.0,621.0,1482.0,24803.0,9426.0,15377.0,10.2,24.5,0.322,0.407,0.729,16.5,66.9,83.0,0.5679012345679012
199,200.0,39.0,162.0,8.37,2.76,1.2,0.29,73.7,40.3,11.8,4.02,4.1,14.4,42.8,4.13,22.0,7.2,640.0,3.03,14.7,5395.0,6104.0,1284.0,795.0,271.0,19.0,199.0,743.0,698.0,545.0,1349.0,23968.0,8762.0,15206.0,8.9,22.1,0.317,0.406,0.723,24.6,69.7,85.0,0.5308641975308642
200,201.0,36.0,162.0,9.39,3.23,1.27,0.296,71.4,45.4,14.7,4.39,4.15,17.3,42.0,4.33,24.4,8.4,692.0,2.91,16.0,5366.0,6089.0,1288.0,804.0,262.0,24.0,198.0,734.0,700.0,564.0,1402.0,23823.0,8530.0,15293.0,9.3,23.0,0.318,0.408,0.726,18.6,68.6,83.8,0.5061728395061729
201,202.0,25.0,162.0,8.46,3.91,1.37,0.302,70.1,40.9,13.8,5.08,4.74,5.7,41.6,5.06,21.4,9.9,788.0,2.17,11.5,5336.0,5983.0,1261.0,862.0,240.0,35.0,124.0,609.0,570.0,529.0,1328.0,22994.0,8341.0,14653.0,8.8,22.2,0.309,0.364,0.673,7.2,68.4,87.0,0.3765432098765432
202,203.0,43.0,162.0,9.55,3.25,1.29,0.287,73.6,42.8,14.3,4.1,4.18,13.5,42.7,4.19,25.0,8.5,651.0,2.94,16.5,5384.0,6119.0,1305.0,831.0,273.0,21.0,180.0,729.0,695.0,586.0,1324.0,23760.0,8797.0,14963.0,9.6,21.6,0.321,0.401,0.722,21.1,67.2,86.2,0.4876543209876543
203,204.0,51.0,162.0,8.3,3.03,1.23,0.288,71.1,40.5,12.1,4.3,4.26,14.1,42.9,4.27,21.7,7.9,688.0,2.74,13.8,5355.0,6010.0,1209.0,766.0,233.0,11.0,199.0,697.0,673.0,535.0,1492.0,24050.0,8775.0,15275.0,8.9,24.8,0.303,0.385,0.688,12.3,68.4,83.9,0.5555555555555556
204,205.0,56.0,162.0,8.81,2.57,0.93,0.279,74.9,45.6,10.9,3.25,3.55,22.0,44.3,3.7,23.7,6.9,525.0,3.43,16.8,5462.0,6196.0,1360.0,823.0,271.0,25.0,241.0,804.0,768.0,602.0,1461.0,24617.0,9079.0,15538.0,9.7,23.6,0.329,0.44,0.769,30.9,68.8,84.6,0.6604938271604939
205,206.0,50.0,162.0,7.78,3.86,0.97,0.272,73.2,43.7,10.8,4.0,4.3,12.4,40.8,4.54,20.3,10.1,629.0,2.01,10.2,5351.0,6001.0,1303.0,822.0,261.0,22.0,198.0,706.0,678.0,478.0,1341.0,23222.0,8235.0,14987.0,8.0,22.3,0.313,0.412,0.725,25.6,68.2,84.4,0.5555555555555556
206,207.0,42.0,162.0,9.14,2.7,1.14,0.281,73.7,41.5,12.3,3.67,3.79,18.9,42.4,3.83,24.6,7.3,594.0,3.39,17.4,5507.0,6213.0,1336.0,790.0,288.0,36.0,222.0,857.0,810.0,585.0,1542.0,24326.0,8960.0,15366.0,9.4,24.8,0.321,0.429,0.75,31.5,70.5,81.7,0.6172839506172839
207,208.0,31.0,162.0,7.83,3.24,1.47,0.288,70.3,42.4,14.9,4.8,4.76,5.4,41.7,5.05,20.3,8.4,760.0,2.42,11.9,5405.0,5943.0,1254.0,838.0,225.0,24.0,167.0,625.0,598.0,433.0,1381.0,22926.0,8045.0,14881.0,7.3,23.2,0.294,0.375,0.67,11.9,68.8,83.9,0.37037037037037035
208,209.0,34.0,162.0,9.4,3.03,1.34,0.284,75.5,43.0,14.5,3.91,4.18,14.5,41.7,4.47,24.8,8.0,610.0,3.1,16.8,5476.0,6070.0,1455.0,895.0,285.0,13.0,262.0,846.0,816.0,496.0,1218.0,23254.0,8419.0,14835.0,8.2,20.1,0.33,0.466,0.797,29.8,72.5,86.7,0.5617283950617284
209,210.0,36.0,162.0,8.69,3.54,1.59,0.289,71.0,41.0,16.0,4.82,4.87,6.8,41.9,5.14,22.2,9.0,747.0,2.46,13.1,5385.0,6113.0,1388.0,914.0,272.0,20.0,182.0,724.0,686.0,573.0,1303.0,23472.0,8599.0,14873.0,9.4,21.3,0.337,0.417,0.754,19.9,68.0,86.0,0.4012345679012346
210,211.0,33.0,162.0,7.65,3.17,1.2,0.282,71.2,39.8,11.5,4.25,4.33,7.7,41.6,4.71,20.0,8.3,676.0,2.41,11.7,5351.0,6027.0,1232.0,773.0,262.0,24.0,173.0,702.0,658.0,531.0,1341.0,23541.0,8646.0,14895.0,8.8,22.2,0.304,0.385,0.689,19.8,66.7,85.6,0.4567901234567901
211,212.0,55.0,162.0,9.66,3.11,0.92,0.286,74.6,43.5,10.4,3.46,3.46,22.7,40.7,3.74,25.8,8.3,556.0,3.11,17.5,5509.0,6082.0,1394.0,842.0,298.0,11.0,243.0,789.0,753.0,470.0,1498.0,23936.0,8478.0,15458.0,7.7,24.6,0.317,0.443,0.761,28.9,72.1,82.8,0.6234567901234568
